Course Number,Course Name,Department,Prerequisites,Corequesites,Description
JMC 55011 ,"FEATURE FILM PRODUCTION
",JMC,graduate standing and special approval.,None,"(Cross-listed with JMC 45011) Provides students with a practical, hands -on experience in the production
process of shooting a feature length digital film. Students will study the theory of film making and work on
both the organizational and managerial aspects as well as the technical aspects of production. This includes
production management, craft services, daily call sheets, directing, lighting, cinematography and location
sound recording."
JMC 55013 ,"FEATURE FILM POST PRODUCTION
",JMC,"journalism and mass communication (JMC) major; andgraduate standing; and special approval. 
",None,"(Cross-listed with JMC 45013) Advanced Video editing course designed to offer students the experience in the
postproduction and finishing of a feature length digital narrative film. The students will refine their technical
and aesthetic skills through a combination of practice, reading, presenting, viewing and discussion. Students
are assigned specific scenes that they are to complete from string out and assembly cut to fine cut and
picture lock. Students work on sound effects, visual effects, titles or color correction. In addition, graduate
students assume a leadership position."
JMC 55020 ,"AVID EDITOR CERTIFICATION
",JMC,graduate standing.,None,"Prepares students to take the official Avid Media Composer MC 101 certification exam. Students who pass the
exam will be certified as Avid video editors."
JMC 55051 ,"REPORTING BROADCAST NEWS
",JMC,"JMC 50002 andgraduate standing. 
",None,"Gathering and preparing broadcast news, with emphasis on unique style and presentation methods of
broadcast media. Use of both audio and video recorders and editing equipment."
JMC 56000 ,"NEWSPAPER DESIGN
",JMC,JMC 50003 and graduate standing.,None,"Design of newspapers from small inside pages to elaborate feature pages. News judgment. Basic information
graphics and photo editing."
JMC 56001 ,"INFORMATION GRAPHICS
",JMC,Special approval and graduate standing.,None,"Introduction to shapes, color, type and combinations of these for computer-designed news graphics: maps,
charts, graphs and diagrams."
JMC 56003 ,"PRODUCING TELEVISION NEWS
",JMC,JMC 55051 and journalism and mass communication (JMC) major and graduate standing.,None,"Knowledge of the theory and practice of producing content for TV news and public affairs programs. Emphasis
is placed on understanding news philosophies, storytelling story selection and rundown placement."
JMC 56006 ,"EDITORIAL WRITING
",JMC,JMC 50002 and graduate standing.,None,Structure and purpose of editorial and column writing; study of editorial page practice in writing editorials.
JMC 56009 ,"REPORTING PUBLIC AFFAIRS
",JMC,JMC 50002 and graduate standing.,None,"Instruction and practice in reporting all areas of public affairs,including government and the courts. Use of
precision journalism techniques."
JMC 56016 ,"MAGAZINE PUBLISHING
",JMC,Special approval and graduate standing.,None,"Overview of magazine publishing-editorial, advertising, circulation and production. Analysis of magazines."
JMC 56018 ,"FEATURE WRITING
",JMC,"JMC 50002 and graduatestanding. 
",None,"Researching, writing and placement of feature stories in publications."
JMC 56020 ,"MAGAZINE DESIGN
",JMC,JMC 50002 and JMC 50003 and JMC 56016 and graduate standing.,None,Marriage of words and visuals for designing magazine layouts and covers in desktop publishing.
JMC 56021 ,"MAGAZINE WRITING AND EDITING
",JMC,JMC 50002 and JMC 50003 and graduate standing.,None,"Research, interviewing, writing and marketing of major magazine articles. Also editing techniques for
magazines."
JMC 56052 ,"ADVANCED BROADCAST NEWS PRACTICES
",JMC,JMC 55051 or JMC 56054 and graduate standing.,None,"Study of investigative news stories,newsroom operations editing and producing broadcast news programs.
Advanced projects in broadcast news."
JMC 56054 ,"BROADCAST DOCUMENTARY
",JMC,JMC 55051.,None,"Development of the documentary form for radio/TV; analysis, production of radio/ TV documentary; utilization
of audio/video recording/editing."
JMC 56056 ,"CYBERMEDIA PRODUCTION
",JMC,"journalism and mass communication (JMC)major; and graduate standing. 
",None,"Prepares journalism students to work on media delivered online or by tablet. Deals with multimedia news,
magazines, information design and photojournalism."
JMC 56057 ,"MOTION GRAPHICS FOR VIDEO EDITING
",JMC,"journalism and mass communication (JMC) major; and graduatestanding. 
",None,"Covers the creation of motion graphics for video editing from the perspective of a professional editor. Students
learn basic video effects such as digital matte creation and layered graphics for video productions. Students
also gain a basic understanding of how to covert and compress video files for various deliverable formats.
Adobe After Effects is the industry standard software application for creating motion graphics and will be used
extensively in this course."
JMC 56091 ,"NEW YORK MEDIA SEMINAR
",JMC,"graduate standing in the College of Communication andInformation. 
",None,"Introduction of students to the New York media, the thinking of industry professionals and the job
opportunities in the city. Students will attend presentations by media professionals and seminars to discuss
media based in New York City."
JMC 57003 ,"TEACHING HIGH SCHOOL JOURNALISM
",JMC,"Graduate standing and specialapproval. 
",None,Methods and materials for teaching journalism in high school.
JMC 57004 ,"DESKTOP PUBLISHING FOR HIGH SCHOOL JOURNALISM TEACHERS
",JMC,graduate standing.,None,Basics of InDesign desktop publishing program as it relates to high school newspapers and magazines.
JMC 58001 ,"MEDIA RELATIONS AND PUBLICITY
",JMC,Special approval and graduate standing.,None,"Planning and preparation of materials for use by news media, Both on paper and Online. Analysis of media
relations function and media relations strategies. Uses and limitations of mass media in public relations
practice."
JMC 58002 ,"PUBLIC RELATIONS TACTICS
",JMC,Graduate standing.,None,"Planning and preparation of face-to-face public relations tactics, including spokesperson training for on- and
off- camera appearances, special event planning, speeches and presentations with visual support and other
applications of ""writing for the ear."""
JMC 58003 ,"PUBLIC RELATIONS:ONLINE TACTICS
",JMC,"Specialapproval and graduate standing. 
",None,"Explore fundamentals of web site planning and design and provide hands-on skills development using the full
range of cyber media techniques. Includes emphasis on writing for online audiences."
JMC 58006 ,"PUBLIC RELATIONS PUBLICATIONS
",JMC,Special approval and graduate standing.,None,"Planning, writing and design of organizational publications including newsletters, brochures, fliers and
promotional materials."
