Course Number,Course Name,Department,Prerequisites,Corequesites,Description
BSCI 70150 ,"MOLECULAR MECHANISMS OF DISEASE: CANCER
",BSCI,doctoral standing.,None,"(Cross-listed with BSCI 40150 and BSCI 50150) Explores the current understanding of molecular and cellular
mechanisms of disease processes, including new technologies and modern strategies in the forefront of future
biomedical research. Emphasis on a review of primary literature."
BSCI 70151 ,"MECHANISMS OF DISEASE: OBESITY AND RELATED METABOLIC DISEASES
",BSCI,"doctoralstanding. 
",None,"(Cross-listed with BSCI 40151 + BSCI 50171) Addresses obesity from multiple angles, including health and
disease process, underlying physiology and cell and molecular biology, and the role of behavior. Emphasis on
a review of primary literature to discuss obesity causes, consequences and treatments."
BSCI 70158 ,"MOLECULAR BIOLOGY
",BSCI,BSCI 30156 and doctoral standing.,None,"(Cross-listed with BSCI 40158 and BSCI 50158) Molecular genetics, DNA and RNA structure, chromosomes,
DNA replication, recombination, genetic transcription and translation, gene expression, current concepts and
technologies."
BSCI 70160 ,"MARINE BIOLOGY
",BSCI,Doctoral standing.,None,"(Cross-listed with BSCI 40160 and BSCI 50160) Natural history and ecology of marine organisms, with
emphasis on life in coastal habitats. Lecture three hours weekly."
BSCI 70162 ,"SOIL BIOLOGY
",BSCI,"doctoralstanding. 
",None,"(Cross-listed with BSCI 40162 and BSCI 50162) The ecology and physiology of organisms that live in soil,
including microbes, plants and animals. The physical and chemical aspects of soil are introduced to
understand how organisms in soils impact nutrient cycles and ecosystem development."
BSCI 70163 ,"EVOLUTION
",BSCI,"BSCI 30156 plus 4 hoursof biology. Doctoral standing. 
",None,"(Cross-listed with BSCI 40163 and BSCI 50163) Discussion of the history of evolutionary theory, the evidence
of evolution, the evolutionary forces and the products of those forces."
BSCI 70170 ,"STREAM BIOLOGY
",BSCI,"BSCI 10181 and 10182. Doctoralstanding. 
",None,"(Cross-listed with BSCI 40170 and BSCI 50170) Identification, biology and ecology of stream-inhabiting
organisms. Lecture two , laboratory three hours weekly."
BSCI 70174 ,"IMMUNOLOGY
",BSCI,"BSCI 30171 and CHEM 10060, 10061 and 10062. Doctoral standing.",None,"(Cross-listed with BSCI 40174 and BSCI 50174) Survey of the mammalian host responses to self and non-self
with emphasis on the cellular and molecular mechanisms by which innate and acquired immunity result.
Experimental design and data analyses are related to current methodologies used to study immunology.
Lecture three hours weekly."
BSCI 70191 ,"SEMINAR IN BIOLOGY
",BSCI,Doctoral standing.,None,(Repeatable for credit)Departmental seminar required of all graduate students.
BSCI 70193 ,"VARIABLE TITLE WORKSHOP IN BIOLOGICAL SCIENCES
",BSCI,Special approval and doctoral standing.,None,(Repeatable for credit)Topics to be offered will meet specific needs in the biological sciences.
BSCI 70194 ,"COLLEGE TEACHING IN BIOLOGY
",BSCI,"Special approvalof instructor and doctoral standing. 
",None,"(Repeatable for credit) (Cross-listed with BSCI 60194) Training and experience in college teaching of biology.
Maximum of 2 hours applicable toward degree. Required in all degree programs."
BSCI 70195 ,"SPECIAL TOPICS IN BIOLOGY
",BSCI,"Special approval ofinstructor and doctoral standing. 
",None,(Repeatable for credit) (Cross-listed with BSCI 40195 and BSCI 50195)
BSCI 70196 ,"INDIVIDUAL INVESTIGATION
",BSCI,"Special approval ofinstructor and doctoral standing. 
",None,(Repeatable for credit) (Cross-listed with BSCI 40196 and BSCI 50196)
BSCI 70272 ,"PLANT ANATOMY
",BSCI,Doctoral standing.,None,"(Cross-listed with BSCI 40272 and BSCI 50272) Development and structure of cells, tissues and tissue
systems of seed plants. Both vegetative and reproductive structures of angiosperms will be emphasized.
Lecture two hours, laboratory six hours weekly."
BSCI 70275 ,"SYSTEMATIC BOTANY
",BSCI,Doctoral standing.,None,"(Cross-listed with BSCI 40275 and BSCI 50275) Biosystematics, angiosperm phylogeny, survey of some major
families of dicotyledons. Lecture three hours, laboratory three hours weekly."
BSCI 70277 ,"MORPHOLOGY OF LOWER PLANTS
",BSCI,Doctoral standing.,None,"(Cross-listed with BSCI 40277 and BSCI 50277) Nonvascular plants, emphasizing structure, reproduction,
evolution, fossil history, economic, ecological and medical importance. Lecture three hours, laboratory three
hours weekly."
BSCI 70360 ,"ICHTHYOLOGY
",BSCI,doctoral standing.,None,"(Cross-listed with BSCI 40360 and BSCI 50360) Basic biology, natural history, behavior and ecology of the
fishes. Three hour lecture and three hour lab weekly."
BSCI 70363 ,"MICROBIAL ECOLOGY
",BSCI,"BSCI 30171, 30360. Doctoral standing.",None,"(Cross-listed with BSCI 40363 and BSCI 50363) Microbial interactions with their biotic and abiotic
environment; control of distribution and physiological activities; emphasis on bacteria in aquatic systems."
BSCI 70368 ,"WETLAND ECOLOGY AND MANAGEMENT
",BSCI,"Doctoralstanding. 
",None,"(Cross-listed with BSCI 40368 and BSCI 50368) Lecture, laboratory and field study of the principles of
wetland ecology including adaptations of the biota to environmental conditions, comparison among different
wetland habitat types and habitat management. Lecture 3 hours, lab 3 hours weekly."
BSCI 70370 ,"ECOLOGICAL AND EVOLUTIONARY GENETICS
",BSCI,doctoral standing.,None,"(Cross-listed with BSCI 50370) Genetic and genomic approaches to studying ecology and evolution in
populations and communities."
BSCI 70371 ,"EVOLUTIONARY BIOLOGY
",BSCI,doctoral standing.,None,"(Cross-listed with BSCI 50371) Theoretical and experimental approaches to studying evolution from genes to
populations and communities."
BSCI 70372 ,"COMMUNITIES AND ECOSYSTEMS
",BSCI,doctoral standing.,None,"(Cross-listed with BSCI 50372) Theory and experimental approaches to studying community and ecosystem
ecology."
BSCI 70373 ,"POPULATION AND COMMUNITY ECOLOGY
",BSCI,doctoral standing.,None,"(Cross-listed with BSCI 50373) Theory and experimental approaches to studying population and community
ecology."
BSCI 70374 ,"CONSERVATION BIOLOGY
",BSCI,BSCI 30360 and doctoral standing.,None,"(Cross-listed with BSCI 40374 and BSCI 50374) Provides a critical analysis of the factors that threaten
biological diversity in the biosphere and the consequences on biological processes and quality of life."
BSCI 70375 ,"ENVIRONMENTAL BIOLOGY AND MANAGEMENT
",BSCI,doctoral standing.,None,"(Cross-listed with BSCI 40375 and BSCI 50375) Introduction to current concepts in applied ecology and
ecosystem management. Students will learn aspects of ecosystem management and restoration including: 1)
how environmental factors affect organism survival and ecosystem structure, 2) how human impacts such as
pollution, habitat fragmentation, introduction of invasive species affect ecosystems, and 3) the use of
ecological principles and methods to restore and manage ecosystems."
BSCI 70376 ,"TROPICAL FIELD BIOLOGY AND CONSERVATION
",BSCI,doctoral standing.,None,"(Cross-listed with BSCI 40376 and BSCI 50376) Introduction to major issues in tropical ecology and
conservation including the threats to the biological diversity of tropical ecosystems resulting from human
activities. Students learn how to apply modern field-observation techniques to generate and test problem-
solving hypotheses."
BSCI 70391 ,"SEMINAR IN ECOLOGY
",BSCI,"Special approval of instructor anddoctoral standing. 
",None,"(Repeatable for credit) (Cross-listed with BSCI 60391) Seminar on topics in animal and plant ecology. Credits
earned may be applied to degree if department approves."
BSCI 70431 ,"NEUROENDOCRINOLOGY
",BSCI,doctoral standing.,None,"Role of the central nervous system in the regulation of hormonal and vegetative functions; structure function
relationships between brain and pituitary with modern views of neuroendocrine regulation. Methods for study
of neuroendocrine relationships is discussed."
BSCI 70432 ,"ENDOCRINOLOGY
",BSCI,BSCI 40430 and doctoral standing.,None,"(Cross-listed with BSCI 40432 and BSCI 40432) Principles of endocrine regulation of physiological and
metabolic processes. Morphological and functional interrelationships between systems. Lecture three hours
weekly."
BSCI 70433 ,"MAMMALIAN PHYSIOLOGY I
",BSCI,doctoral standing.,None,"Physiology of the endocrine, nervous, and reproductive systems."
BSCI 70434 ,"MAMMALIAN PHYSIOLOGY II
",BSCI,doctoral standing.,None,"Physiology of cardiovascular, renal, respiratory and digestive systems. Lecture three hours."
BSCI 70435 ,"REPRODUCTIVE PHYSIOLOGY OF MAMMALS
",BSCI,"BSCI 40430 and 40432.Doctoral standing. 
",None,"(Cross-listed with BSCI 70435 and BSCI 50435) Current concepts of reproductive processes based on studies
with laboratory and domestic animals and man. Lecture three hours."
BSCI 70450 ,"BIOLOGICAL CLOCKS
",BSCI,doctoral standing. ,BSCI 70451.,"(Cross-listed with BSCI 40450 and BSCI 50450) Topics covered include the characteristics of biological clocks,
their ecology, molecular biology, and neurobiology, the function and organization of sleep, and the medical
implications of biological rhythmicity. Students enrolling at the graduate level should have some background in
neurobiology and genetics."
BSCI 70451 ,"CURRENT TOPICS IN BIOLOGICAL CLOCKS RESEARCH
",BSCI,doctoral standing. ,BSCI 70450.,"(Cross-listed with BSCI 50451) Discussion of current research literature in the area of research on biological
clocks."
BSCI 70491 ,"SEMINAR IN PHYSIOLOGY
",BSCI,Special approval of instructor and doctoral standing.,None,"(Repeatable for credit) (Cross-listed with BSCI 60491) Credits may be applied toward degree if department
approves."
BSCI 70515 ,"ANIMAL BEHAVIOR
",BSCI,"doctoralstanding. 
",None,"Explores the evolution of various animal behaviors, the functions they might serve, and the interplay among
the social, ecological and physiological mechanisms that regulate their occurrence."
BSCI 70517 ,"MEDICAL HISTOLOGY
",BSCI,"4hours of biology. Doctoral standing. 
",None,"(Cross-listed with BSCI 40517 and BSCI 50517) Study of the microscopic and submicroscopic structure of the
mammalian body in relation to function. Lecture two hours laboratory three hours weekly."
BSCI 70519 ,"HORMONES AND BEHAVIOR
",BSCI,doctoral standing.,None,"(Cross-listed with BSCI 40519 and BSCI 70519) Current concepts of hormone and behavior interactions across
species."
BSCI 70520 ,"BEHAVIORAL EVOLUTION
",BSCI,doctoral standing and special approval. ,BSCI 70522.,"(Cross-listed with BSCI 40520 and BSCI 50520) Examination of how behavior contributes to survival and
reproduction in an ecological context. We consider how behavior may have evolved in a wide range of
animals. Students enrolled at the graduate level will be expected to have had a course in evolution."
BSCI 70522 ,"READINGS IN BEHAVIORAL EVOLUTION
",BSCI,doctoral standing and special approval. ,BSCI 70520.,"(Cross-listed with BSCI 50522) Graduate reading course designed to give experience leading discussions and
writing proposals. Students enrolled at the graduate level will be expected to have had a course in evolution."
BSCI 70525 ,"WILDLIFE RESOURCES
",BSCI,4 hours of biology. Doctoral standing.,None,"(Cross-listed with BSCI 40525 and BSCI 50525)Ecological parameters are discussed relative to the
preservation and management of wild animal populations. Aesthetic economic and environmental values are
discussed. Lecture three hours weekly."
BSCI 70556 ,"VERTEBRATE ZOOLOGY
",BSCI,"plus 4hours of biology. Doctoral standing. 
",None,"(Cross-listed with BSCI 40556 and BSCI 50556) Field approach to identification and natural history of all Ohio
vertebrates except birds. Lecture three hours laboratory and field three hours weekly."
BSCI 80145 ,"MEDICAL GENOMICS
",BSCI,doctoral standing and special approval.,None,"(Cross-listed with BSCI 60145) Explores the relationship and contribution of genetics and genomics to
healthcare issues, including disease susceptibility and therapeutic efficacy. Up-to-date genomics concepts and
their applications to health care and the challenges of personalized medicine including genetic analyses (e.g.,
linkage and estimating population risks), ethical issues in genetic testing and therapy, genetic basis of disease
processes (e.g., neurological, cardiovascular and neoplastic diseases) and epigenetic processes (that may link
the environment to the risk of chronic diseases) are covered. This course requires an understanding of
genetics and physiology; students should contact the Department of Biological Sciences to determine if they
have the requisite prior training."
BSCI 80198 ,"RESEARCH
",BSCI,Doctoral standing.,None,"(Repeatable for credit)Research or individual investigation for doctoral students who have not yet passed
candidacy examination."
BSCI 80199 ,"DISSERTATION I
",BSCI,Special approval and doctoral standing.,None,"(Repeatable for credit)Doctoral dissertation, for which registration in at least two semesters is required first of
which will be semester in which dissertation work is begun and continuing until the completion of 30 hours."
BSCI 80299 ,"DISSERTATION II
",BSCI,"BSCI 80199 and doctoralstanding. 
",None,"(Repeatable for credit)Continuing registration of doctoral students who have completed the initial 30 hours of
dissertation and continuing until all degree requirements are met."
BSCI 80462 ,"NEUROBIOLOGY: SYSTEMS AND BEHAVIOR
",BSCI,"doctoralstanding. 
",None,"(Cross-listed with BSCI 60462) Provides broad coverage of the parts of the central nervous systems and how
they integrate sensory information, drive motor function and regulate behavior."
