Course Number,Course Name,Department,Prerequisites,Corequesites,Description
PHY 65301 ,"STATISTICAL MECHANICS I
",PHY,Graduate standing.,None,"An introduction to statistical mechanics, including classical and quantum statistics. Derives thermodynamic
 quantities from a statistical viewpoint."
PHY 66161 ,"QUANTUM MECHANICS I
",PHY,Special approval and graduate standing.,None,"Fundamental concepts of non-relativistic quantum mechanics. Solution of simple one dimensional problems.
 Abstract Hilbert-space description. Matrix representations. Quantum dynamics. Extension to three dimensions.
 Spin and orbital angular momentum."
PHY 66162 ,"QUANTUM MECHANICS II
",PHY,PHY 6/76161 and graduate standing.,None,"Angular momentum theory. Symmetries and conservation laws. Application of approximation methods to
 realistic problems. Systems of identical particles. Scattering theory. Relativistic single particle wave equations."
PHY 66201 ,"PARTICLE PHYSICS
",PHY,PHY 6/76162 and graduate standing.,None,"Discussion of particle detectors, invariance principles, and conservation laws, fundamental interactions, quark
 model of hadrons, basic concepts of field theory, the Standard Model and selected topics of current interest."
PHY 66302 ,"MODERN NUCLEAR PHYSICS
",PHY,PHY 56101; and graduate standing.,None,"Survey of basic physics of nucleons and nuclei including associated experimental techniques, emphasizing
 interaction of radiation with matter. Applications covered include detectors, electron scattering from
nuclei,
 quark-parton model of the nucleon, heavy-ion collisions, quark-gluon plasma, and nuclear astrophysics."
PHY 66401 ,"SOLID STATE PHYSICS I
",PHY,"PHY 56101or PHY 6/76161.
",None,"Crystalline state, with emphasis on wave propagation, zone and band theory, phonons. Applications to electrical
2015 Kent State University Catalog - Spring 2016 Course Descriptions
and thermal conductivities, specific heats, optical, dielectric and magnetic properties."
PHY 66403 ,"ADVANCED CONDENSED MATTER PHYSICS
",PHY,PHY 66402 and graduate standing.,None,"Advanced theories of solids, fluids, superfluids, magnetic, ferroelectric and liquid crystal systems and the
 experimental methods that probe them."
PHY 68401 ,"LIQUID CRYSTAL PHYSICS
",PHY,Graduate standing in physics or chemical physics.,None,"The molecular structure and properties of liquid crystals and their role
in biological systems and industrial
 applications."
PHY 70094 ,"COLLEGE TEACHING OF PHYSICS
",PHY,Doctoral standing.,None,"(Repeatable for credit)Methodology of teaching in a university, college or junior college. Includes observation of
 kinds of teaching and practice teaching."
PHY 70095 ,"SPECIAL TOPICS
",PHY,Special approval and doctoral standing.,None,(Repeatable for credit)Topic announced when scheduled.
PHY 70295 ,"ADVANCED TOPICS
",PHY,"Special approval anddoctoral standing.
",None,(Repeatable for credit)Selected special topics of current research interest.
PHY 74101 ,"ADVANCED PROBLEM SOLVING IN PHYSICS
",PHY,"PHY 6/75101 or PHY 6/75203 or PHY 6/76161 or PHY 6/75301; ordepartmental instructor approval. Doctoral standing.
",None,"The course imparts advanced problem-solving skills not acquired in regular courses. Examples from four basic
 areas of physics (classical mechanics, electricity and magnetism, quantum mechanics and statistical physics)
 will be emphasized."
PHY 75101 ,"CLASSICAL MECHANICS
",PHY,"Special approvaland doctoral standing.
",None,"Lagrange's equations, variational principles, two-body central force problems, rigid body motion, Hamilton's
 equations, canonical transformations, Hamilton-Jacobi theory, small oscillations."
PHY 75203 ,"CLASSICAL ELECTRODYNAMICS I
",PHY,"Special approval anddoctoral standing.
",None,"Introduction to electrostatics, boundary value problems, multipoles, electrostatics of macroscopic media,
 magnetostatics, time-varying fields, Maxwell's equations, conservation laws."
PHY 75204 ,"CLASSICAL ELECTRODYNAMICS II
",PHY,"PHY 6/75203 and doctoral standing.2015 Kent State University Catalog - Spring 2016 Course Descriptions
",None,"Plane electromagnetic waves,s imple radiating systems, scattering special theory of relativity, relativistic
 dynamics, radiation of moving
charges, Bremsstrahlung."
PHY 75301 ,"STATISTICAL MECHANICS I
",PHY,Doctoral standing.,None,"An introduction to statistical mechanics, including classical and quantum statistics. Derives thermodynamic
 quantities from a statistical viewpoint."
PHY 76161 ,"QUANTUM MECHANICS I
",PHY,Permission and doctoral standing.,None,"Fundamental concepts of non-relativistic quantum mechanics. Solution of simple one dimensional problems.
 Abstract Hilbert space description. Matrix representations. Quantum dynamics. Extension to three dimensions.
 Spin and orbital angular momentum."
PHY 76162 ,"QUANTUM MECHANICS II
",PHY,PHY 6 76161 and doctoral standing.,None,"Angular momentum theory. Symmetries and conservation laws. Application of approximation methods to
 realistic problems. Systems of identical particles. Scattering theory. Relativistic single particle wave equations."
PHY 76163 ,"QUANTUM MECHANICS III
",PHY,PHY 6 76162 and doctoral standing.,None,"Second quantization and field theory formalism are developed for the many-particle system. Topics include the
 electron gas and nuclear matter."
PHY 76201 ,"PARTICLE PHYSICS
",PHY,PHY 6 76162 or permission. Doctoral standing.,None,"Discussion of particle detectors,invariance principles and conservation laws fundamental interactions quark
 model of hadrons basic concepts of field theory the standard model and selected topics of current interest."
PHY 76303 ,"APPLICATIONS OF QUANTUM CHROMODYNAMICS
",PHY,PHY 76163.,PHY 66201 or PHY 76201.,"Introduce the key attributes and techniques of Quantum Chromodynamics which is the relativistic quantum field
 theory of the strong interaction. Topics treated include the properties, structure and interactions of strongly
 interacting sub-nuclear particles (hadrons), and the physics of hadronic and nuclear matter at finite
 temperature and
density, as applicable to modern nuclear particle physics research."
PHY 76401 ,"SOLID STATE PHYSICS I
",PHY,"PHY 56101 orPHY 6 76161 doctoral standing.
",None,"Crystalline state,with emphasis on wave propagation zone and band theory
phonons. Applications to electrical
 and thermal conductivities specific
heats optical dielectric and magnetic properties."
PHY 76403 ,"ADVANCED CONDENSED MATTER PHYSICS
",PHY,PHY 6 76402 and doctoral standing.,None,"Advanced theories of solids,fluids superfluids magnetic ferroelectric and liquid crystal systems and the
 experimental methods that probe them."
PHY 78401 ,"LIQUID CRYSTAL PHYSICS
",PHY,Doctoral standing in physics or chemical physics.,None,"2015 Kent State University Catalog - Spring 2016 Course Descriptions
The molecular structure and properties of liquid crystals and their role
in biological systems and industrial
 applications."
PHY 80091 ,"PHYSICS SEMINAR
",PHY,Doctoral standing.,None,"(Repeatable for credit)Discussion of current literature or of original research in physics. Participation by
 students faculty and guests."
PHY 80097 ,"PHYSICS COLLOQUIUM
",PHY,Doctoral standing.,None,"(Repeatable for credit)Presentation by invited speakers of research and other topics on graduate level followed
 by discussion period. Regular attendance of all physics majors expected. Three or more meetings each
semester as arranged."
PHY 80098 ,"RESEARCH
",PHY,Special approval and doctoral standing.,None,"(Repeatable for credit)Research or individual investigation for doctoral
students who have not yet passed their
 candidacy exams. Credit earned may be applied toward the degree if the department approves."
PHY 80199 ,"DISSERTATION I
",PHY,Special approval and doctoral standing.,None,"(Repeatable for credit)Doctoral dissertation, for which registration in at least two semesters is required first of
 which will be semester in which dissertation work is begun and continuing until the completion of 30 hours."
PHY 80299 ,"DISSERTATION II
",PHY,"PHY 80199 anddoctoral standing.
",None,"(Repeatable for credit)Continuing registration required of doctoral students who have completed the initial 30
 hours of dissertation and continuing until all degree requirements are met."
