Course Number,Course Name,Department,Prerequisites,Corequesites,Description
VCD 52005 ,"CHARACTER DEVELOPMENT AND DESIGN
",VCD,Graduate standing.,None,"(Slashed with VCD 42005) Focuses on the application of the fundamental design principles and mechanics used
 when designing characters for film animation, television animation, computer animation, video games, comic
strips, comic books, advertising, editorial illustration and book illustration. Students must demonstrate
 proficiency in drawing to register for this course."
VCD 53000 ,"STUDIO PRODUCTION
",VCD,"special approval and graduate standing.2015 Kent State University Catalog - Spring 2016 Course Descriptions
",None,"A technical lecture course designed to teach the fundamental techniques and processes of electronic prepress
 and printing production. This material is presented through a series of lectures, demos, written tests
and field
 trips."
VCD 53001 ,"INTERACTION DESIGN: COMMUNITIES AND CULTURE
",VCD,"specialapproval and graduate standing.
",None,Interaction design for screen based media that explores communities and culture.
VCD 53002 ,"TYPOGRAPHIC/PHOTOGRAPHIC GRAPHIC DESIGN
",VCD,visual communication design and graduate standing.,None,"The use of typography (rather than visual imagery) as the primary design
form in solving graphic
 communication problems."
VCD 53003 ,"CORPORATE IDENTITY/GRAPHIC DESIGN
",VCD,"visual communication design (VCD) major andgraduate standing.
",None,"Use of graphic design forms (typography, photography and illustration) in the development of corporate
 identification for total advertising programs."
VCD 53004 ,"ISSUES FOR GRAPHIC DESIGN BUSINESSES
",VCD,special approval and graduate standing.,None,"Designed to familiarize students with the basic business, marketing, legal and ethical standards in the graphic
 design industry."
VCD 53005 ,"PACKAGING, PROMOTION AND RETAIL ENVIRONMENTS
",VCD,"special approval; visual communication design and graduatestanding.
",None,"Use of typography and visual images, photography and illustrations, in the structure of information for
 communication on three-dimensional surfaces: direct mail, packaging and point of purchase display."
VCD 53006 ,"ENVIRONMENTAL GRAPHIC DESIGN
",VCD,Graduate standing.,None,"Aims at coordinating architectural planning, interior design systems analysis and graphic communications. Also
 includes and individually directed research component."
VCD 53007 ,"INFORMATION GRAPHICS
",VCD,Graduate standing.,None,"Introduction to shapes, color, type and combinations of these for computer- designed news graphics; maps,
 charts, graphs and diagrams."
VCD 53051 ,"TYPE HIGH PRESS
",VCD,special approval and graduate standing.,None,"(Repeatable for a maximum of 12 credit hours) Students will explore aspects of letterpress printing. Course
 content will include typesetting, printing basics, and a brief history of movable type printing and typography.
 Students will work on a series of projects to acclimate themselves to the equipment and various printing
techniques."
VCD 55000 ,"GRAPHIC DESIGN PERSPECTIVES
",VCD,"graduatestanding.
2015 Kent State University Catalog - Spring 2016 Course Descriptions
",None,"Comprehensive exploration of design through history. Topics include the early alphabet, print processes,
 illustration, photography, corporate design, modern design and digital processes."
VCD 56000 ,"WEB DESIGN AND PROGRAMMING I
",VCD,visual communication design (VCD) major and graduate standing.,None,"(Cross-listed with VCD 46000) Course focus is on web concepts and high quality web design; CS and VCD
 principles, tools, architecture, presentation, design and creation of websites through teamwork. Course is jointly
 taught by CS and VCD."
VCD 56001 ,"WEB DESIGN AND PROGRAMMING II
",VCD,"visual communication design(VCD) major and graduate standing.
",None,"(Cross-listed with VCD 46001) Advanced course in web technologies and multimedia web design: web servers,
 security, advanced design, java servlets, applets, database connectivity, site maintenance, relation of actual
 websites by teamwork. Course is jointly taught by CS and VCD."
VCD 56003 ,"ADVANCED TYPOGRAPHY
",VCD,special approval and graduate standing.,None,"Applying typographic rules in advanced projects. Organizing large amounts of text in complex architectures and
 designing viewer controlled
space. Exploration of dynamic information sound and motion sequences."
VCD 56053 ,"WEB DESIGN AND PROGRAMMING STUDIO
",VCD,visual communication design and graduate standing.,None,"(Cross-listed with VCD 46053) A joint (CS) and (VCD) project course exploring advanced aspects of web design
 and programming. Student may pursue individually defined projects or team projects for real clients. Limited
 enrollment."
VCD 60009 ,"CANDIDACY REVIEW/GRAPHIC DESIGN AND ILLUSTRATION
",VCD,graduate standing.,None,"A formal review of the work completed in the first 12 semester credit hours of graphic design and/or illustration
 courses for both M.F.A. and M.A."
VCD 60020 ,"GRADUATE STUDIO IN VISUAL COMMUNICATION DESIGN
",VCD,"visualcommunication design (VCD) major and graduate standing.
",None,"(Repeatable for a maximum of 6 credit hours) Research based, hands-on studio course providing a context for
 collaborative and individual projects in design, illustration and/or photography."
VCD 60091 ,"GRADUATE SEMINAR IN VISUAL COMMUNICATION DESIGN
",VCD,"visual communication design(VCD) major and graduate standing.
",None,"(Repeatable for credit) Focuses on design theory and research methodologies pertaining to design. Content
 consists mostly of readings,
discussions and student presentations."
VCD 60094 ,"COLLEGE TEACHING IN VISUAL COMMUNICATION DESIGN
",VCD,graduate standing.,None,"For VCD student teaching or who anticipate teaching in higher education.
This experience also supports future
 careers in management, art direction and instructional roles in industry. Discussions include grading, critiques,
 classroom management and evaluation techniques."
VCD 60095 ,"SPECIAL TOPICS IN GRAPHIC DESIGN/ILLUSTRATION
",VCD,Graduate standing.,None,"(Repeatable for a maximum of 16 credit hours)To broaden course offerings
into specialized areas of study in
 graphic design and illustration taught by experts in the profession as guest faculty. Used to fulfill primary studio
 requirements in graphic design and or illustration."
VCD 60096 ,"INDIVIDUAL INVESTIGATION IN GRAPHIC DESIGN AND ILLUSTRATION
",VCD,Graduate standing.,None,"(Repeatable for credit)Individual investigation related to topics of graphic design and illustration approved and
 under the direction of a faculty member."
VCD 60098 ,"RESEARCH
",VCD,graduate standing.,None,"(Repeatable for credit)Independent research under the direction of a faculty member in the division of
 design/illustration."
VCD 60099 ,"M.A. PROJECT GD AND I
",VCD,graduate standing.,None,"A research project for non-thesis option M.A. students approved in consultation with the faculty adviser which
 culminates in a visual project exhibition and formal presentations."
VCD 60120 ,"USER EXPERIENCE DESIGN PRINCIPLES AND CONCEPTS
",VCD,"graduate standing.2015 Kent State University Catalog - Spring 2016 Course Descriptions
",None,"(Cross-listed with IAKM 60120 and IAKM 80120) Students explore the context in which User Experience Design
 exists and the various methods employed by designers in various fields related to design research, the
generation of ideas, and implementation of designs. Students are introduced to methods of design evaluation
 and to the conceptual framework of the related curricula."
VCD 60121 ,"USER EXPERIENCE DESIGN IN PRACTICE
",VCD,graduate standing.,None,"Students learn and employ methods for engaging in creative problem solving. Introduce students to design
 research methods and current research on human behavior as it applies to user experience design. A core set of
 design deliverables are examined. Students begin to develop individual portfolio materials."
VCD 60200 ,"DESIGN THEORY I: CULTURE, COMMUNITIES AND CONTEXT
",VCD,graduate standing.,None,"(Cross-listed with VCD 80200) Introduces students to design theory through a lens of classic and contemporary
 readings taken from various disciplines. This survey of perspectives assists students in developing their
 individual voice as a designer. Delves into issues that affect the
field of graphic design and will continue to
 shape culture and history.
Students are asked to question ideas of community and to expand on their ideas with
 examples through media and technology. Students critically question notions of history, psychology and social
 behaviors.
The writing and criticism of advertising, communication, design artifacts and culture are the primary
 communication tool of the class, which is completed through papers and personal reflections."
VCD 68199 ,"M.A.THESIS I
",VCD,Graduate standing.,None,"Thesis students must register for a minimum of 6 hours, 2-6 hours in a single semester or distributed over
 several semesters if desired."
VCD 68299 ,"M.A.THESIS II
",VCD,VCD 68199 and graduate standing.,None,Thesis students must continue registration each semester until all degree requirements are met.
VCD 69199 ,"M.F.A. THESIS I
",VCD,Graduate standing.,None,"Thesis students must register for a minimum of 6 hours; 2 -6 hours in a single semester or distributed over
 several semesters if desired."
VCD 69299 ,"M.F.A. THESIS II
",VCD,VCD 69199 and graduate standing.,None,Thesis studetns must continue registration each semester until all degree requirements are met.
VCD 80200 ,"DESIGN THEORY I: CULTURE, COMMUNITIES AND CONTEXT
",VCD,doctoral standing.,None,"(Cross-listed with VCD 60200) Introduces students to design theory through a lens of classic and contemporary
 readings taken from various disciplines. This survey of perspectives assists students in developing their
 individual voice as a designer. The class delves into issues that affect the field of graphic design and will
 continue to shape culture and history. Students are asked to question ideas of community and to expand on
 their ideas with examples through media and technology. Students critically question notions of history,
 psychology and social behaviors. The writing and criticism of advertising, communication, design artifacts and
 culture are the primary communication tool of the class, which is completed through papers and personal
 reflections."
