Course Number,Course Name,Department,Prerequisites,Description
32066,Geomorphology,GEOL,senior standing and geology (GEOL) major,"Earth’s surface features as functions of geological structures, processes and time. Landform analysis using topographic maps and some stereographic aerial photos. Lecture three hours, lab two hours weekly. Trigonometry recommended. Prerequisites: GEOL 11040 and 11041.34061 Invertebrate Paleontology (4)Concepts applied to study of commonly preserved invertebrate organisms; identification of common North American fossils. Lecture three hours, lab two hours weekly. Required field trip. Prerequisites: GEOL 11042 and 11043 and either BSCI 10110 or 20560. This course may be used to satisfy the writing-intensive requirement with approval of major department.40093 Variable Title Workshop in Geology (1-8)(Repeated registration permissible) Workshop or training program focused on a specific professional or disciplinary topic within geology. S/U grading."
11040,and 11041.34061 Invertebrate Paleontology,GEOL,senior standing and geology (GEOL) major,"Concepts applied to study of commonly preserved invertebrate organisms; identification of common North American fossils. Lecture three hours, lab two hours weekly. Required field trip. Prerequisites: GEOL 11042 and 11043 and either BSCI 10110 or 20560. This course may be used to satisfy the writing-intensive requirement with approval of major department.40093 Variable Title Workshop in Geology (1-8)(Repeated registration permissible) Workshop or training program focused on a specific professional or disciplinary topic within geology. S/U grading."
11042,and 11043 and either BSCI 10110 or 20560. This course may be used to satisfy the writing-intensive requirement with approval of major department.40093 Variable Title Workshop in Geology (1-8)(Repeated registration permissible) Workshop or training program focused on a specific professional or disciplinary topic within geology. S/U grading. Prerequisite: special approval.40095 Selected Topics in Geology,GEOL,senior standing and geology (GEOL) major,Selected topics presented by visiting professors or one-time offerings presented by regular faculty.
40096,"Individual Investigation in Geology (1-3)Directed field, lab and/or library research. Written report required. Open on special approval of faculty member directing work. Only 3 credit hours will be applied toward baccalaureate degree. Does not count toward geology major. IP grade permissible. Prerequisite: special approval.41025 General Geophysics",GEOL,senior standing and geology (GEOL) major,"Physics of Earth, seismology, geomagnetism, heat flow, radioactivity, geochronology, geotectonic models. Required field trip. Prerequisites: GEOL 31070 and 31080; and MATH 12002; and PHY 13001 or 23101.41073 Geology of Ohio (3)Minerals, rocks, fossils, structural geology, physiography, environmental geology and geologic resources. Required field trips. Does not satisfy requirements of geology major."
31070,and 31080; and MATH 12002; and PHY 13001 or 23101.41073 Geology of Ohio,GEOL,senior standing and geology (GEOL) major,"Minerals, rocks, fossils, structural geology, physiography, environmental geology and geologic resources. Required field trips. Does not satisfy requirements of geology major."
41075,Geology of the United States,GEOL,senior standing and geology (GEOL) major,Distribution of natural regions and geologic features of United States. Geologic concepts illustrated by detailed examination of selected areas.
31070,and 31080.41077 Geology of the National Parks,GEOL,senior standing and geology (GEOL) major,"Introduction to the geology of selected major national parks, emphasizing basic geological principles and the processes which have produced the spectacular scenery, rocks and fossils in each park. Not counted toward requirements for a major in geology."
41079,All About Dinosaurs,GEOL,senior standing and geology (GEOL) major,"Dinosaurs (and some relatives) and their world, emphasizing how to interpret evidence concerning their history, biology and evolutionary relationships. Does not satisfy requirements of geology major."
41080,Tectonics and Orogeny,GEOL,senior standing and geology (GEOL) major,Introduces advanced concepts of plate tectonics and mountain building with emphasis on Western United States and Appalachians. Required field trip to New England.
41092,Summer Field Camp,GEOL,senior standing and geology (GEOL) major,"Five weeks devoted to geologic mapping and solving structural and stratigraphic problems in Black Hills, S.D. Prerequisites: GEOL 31070 and 31080. Special fee—actual cost basis.42030 Remote Sensing (3)(Cross-listed with GEOG 49230) Computer analysis of multispectral satellite datasets. Applications in Terrestrial Earth Science are emphasized."
31070,and 31080. Special fee—actual cost basis.42030 Remote Sensing,GEOL,senior standing and geology (GEOL) major,(Cross-listed with GEOG 49230) Computer analysis of multispectral satellite datasets. Applications in Terrestrial Earth Science are emphasized.
42035,Scientific Methods in Geology,GEOL,senior standing and geology (GEOL) major,"Applying scientific methods to geologic data in the field and lab; models and sampling procedures. Collecting and analyzing data. Formulating and testing hypotheses. Provides background necessary for upper-level geology courses for majors. Lecture two hours, lab two hours weekly."
42067,Introductory Hydrogeology,GEOL,senior standing and geology (GEOL) major,"Occurrence of groundwater in geologic materials, emphasizing utilization, conservation and management of groundwater resources. Lecture two hours, lab two hours weekly. Prerequisites: MATH 12002 and GEOL 31070 and 32066.42068 Contaminant Hydrology and Hydrogeology (3)An introduction to the basic principles of chemical and physical behavior of contaminants introduced by humans into the environment. Students are expected to understand concepts and work practical quantitative problems. Prerequisites: GEOL 42067 and CHEM 10060 and 10061 and 10062 and 10063.42069 Hydrogeochemistry (3)Processes and evolution of the chemical composition of water in the natural hydrologic cycle. Methods of hydrochemical interpretation applied to groundwater and pollution problems. Three-hour lecture weekly. Prerequisites: 10 credit hours of chemistry (CHEM) courses.42074 Environmental Core and Well Logging (3)Examination of subsurface processes and the distribution of stratigraphic layers using core and well logging techniques based on analysis of physical properties of sediment, rock and proe fluids. Applications to paleoclimate, hydrogeology, engineering geology, oil and gas exploration and environmental remediation."
12002,and GEOL 31070 and 32066.42068 Contaminant Hydrology and Hydrogeology,GEOL,senior standing and geology (GEOL) major,"An introduction to the basic principles of chemical and physical behavior of contaminants introduced by humans into the environment. Students are expected to understand concepts and work practical quantitative problems. Prerequisites: GEOL 42067 and CHEM 10060 and 10061 and 10062 and 10063.42069 Hydrogeochemistry (3)Processes and evolution of the chemical composition of water in the natural hydrologic cycle. Methods of hydrochemical interpretation applied to groundwater and pollution problems. Three-hour lecture weekly. Prerequisites: 10 credit hours of chemistry (CHEM) courses.42074 Environmental Core and Well Logging (3)Examination of subsurface processes and the distribution of stratigraphic layers using core and well logging techniques based on analysis of physical properties of sediment, rock and proe fluids. Applications to paleoclimate, hydrogeology, engineering geology, oil and gas exploration and environmental remediation."
42067,and CHEM 10060 and 10061 and 10062 and 10063.42069 Hydrogeochemistry,GEOL,senior standing and geology (GEOL) major,"Processes and evolution of the chemical composition of water in the natural hydrologic cycle. Methods of hydrochemical interpretation applied to groundwater and pollution problems. Three-hour lecture weekly. Prerequisites: 10 credit hours of chemistry (CHEM) courses.42074 Environmental Core and Well Logging (3)Examination of subsurface processes and the distribution of stratigraphic layers using core and well logging techniques based on analysis of physical properties of sediment, rock and proe fluids. Applications to paleoclimate, hydrogeology, engineering geology, oil and gas exploration and environmental remediation."
42074,Environmental Core and Well Logging,GEOL,senior standing and geology (GEOL) major,"Examination of subsurface processes and the distribution of stratigraphic layers using core and well logging techniques based on analysis of physical properties of sediment, rock and proe fluids. Applications to paleoclimate, hydrogeology, engineering geology, oil and gas exploration and environmental remediation."
42078,Engineering Geology,GEOL,senior standing and geology (GEOL) major,"Engineering properties of soils and rocks. Site evaluation for building foundations, dams, tunnels and highways. Slope stability. Lecture three hours and lab two hours weekly."
43040,Principles of Geochemistry,GEOL,senior standing and geology (GEOL) major,"Introduction to chemical thermodynamics and its applications in solving geochemical problems. Distributions of elements and isotopes in the Earth and laws governing these distributions. Prerequisites: GEOL 31070 and MATH 12002 and CHEM 10060 and 10061.43066 Optical Petrography (3)Theory of optical crystallography and the microscopic examination and identification of igneous, sedimentary and metamorphic rocks in thin section. Lecture two hours, lab two hours weekly."
31070,and MATH 12002 and CHEM 10060 and 10061.43066 Optical Petrography,GEOL,senior standing and geology (GEOL) major,"Theory of optical crystallography and the microscopic examination and identification of igneous, sedimentary and metamorphic rocks in thin section. Lecture two hours, lab two hours weekly."
44052,Glaciers and Glaciation,GEOL,senior standing and geology (GEOL) major,"(Cross-listed with GEOG 41052) Examination of how glacial ice masses change the shape of the earth's surface, how they are integral to climate and sea-level change and how they pose high risk hazards."
21062,or GEOL 11040. Special fee: $100 flat fee—subject to change.44070 Principles of Stratigraphy,GEOL,senior standing and geology (GEOL) major,"Students are introduced to the principles regarding the systematics of sedimentary rocks and the relationships between geologic formations at various spatial and temporal scales. Lectures are integrated with readings from the open literature and required labs and field trips.Prerequisites: GEOL 31070 and 34061.44074 Paleoceanography (3)A broad spectrum of geological approaches, including paleontology, geochemistry and stratigraphy, is employed to interpret the history of Earth’s oceans."
31070,and 34061.44074 Paleoceanography,GEOL,senior standing and geology (GEOL) major,"A broad spectrum of geological approaches, including paleontology, geochemistry and stratigraphy, is employed to interpret the history of Earth’s oceans."
